date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2024-01-01,0,0,0,0,0,4.25,8,0,0,2,2,4
2024-01-02,0,0,0,0,0,4.25,16,0,0,4,4,8
2024-01-03,0,0,0,0,0,4.36,14,0,0,2,5,7
2024-01-04,0,0,0,0,0,4,11,0,0,4,3,4
2024-01-05,0,0,0,0,0,4.54,13,0,0,1,4,8
2024-01-06,0,0,0,0,0,3.79,14,1,1,4,2,6
2024-01-07,0,0,0,0,0,4.11,9,0,0,2,4,3
2024-01-08,0,0,0,0,0,3.67,12,1,0,5,2,4
2024-01-09,0,0,0,0,0,4.43,7,0,0,0,4,3
2024-01-10,0,0,0,0,0,4.2,5,0,0,1,2,2
2024-01-11,0,0,0,0,0,5,3,0,0,0,0,3
2024-01-12,0,0,0,0,0,4,8,0,0,3,2,3
2024-01-13,0,0,0,0,0,4.09,11,0,0,3,4,4
2024-01-14,0,0,0,0,0,4.8,5,0,0,0,1,4
2024-01-15,0,0,0,0,0,4.33,9,0,0,1,4,4
2024-01-16,0,0,0,0,0,4.4,5,0,0,1,1,3
2024-01-17,0,0,0,0,0,4.33,12,0,0,1,6,5
2024-01-18,0,0,0,0,0,3,6,2,0,1,2,1
2024-01-19,0,0,0,0,0,4.5,4,0,0,1,0,3
2024-01-20,0,0,0,0,0,4.67,3,0,0,0,1,2
2024-01-21,0,0,0,0,0,4.44,9,0,0,1,3,5
2024-01-22,0,0,0,0,0,4.4,5,0,0,0,3,2
2024-01-23,0,0,0,0,0,4,4,0,0,1,2,1
2024-01-24,0,0,0,0,0,4.5,2,0,0,0,1,1
2024-01-25,0,0,0,0,0,4.67,9,0,0,1,1,7
2024-01-26,0,0,0,0,0,4.67,3,0,0,0,1,2
2024-01-27,0,0,0,0,0,4,5,0,0,2,1,2
2024-01-28,0,0,0,0,0,4.57,7,0,0,1,1,5
2024-01-29,0,0,0,0,0,4,9,0,0,1,7,1
2024-01-30,0,0,0,0,0,4.11,9,0,0,3,2,4
2024-01-31,0,0,0,0,0,3.25,4,0,1,2,0,1
2024-02-01,0,0,0,0,0,4.14,7,0,1,1,1,4
2024-02-02,0,0,0,0,0,4.25,4,0,0,1,1,2
2024-02-03,0,0,0,0,0,3.75,8,0,0,4,2,2
2024-02-04,0,0,0,0,0,4.3,10,0,1,1,2,6
2024-02-05,0,0,0,0,0,3.75,8,0,0,3,4,1
2024-02-06,0,0,0,0,0,4.1,10,0,1,2,2,5
2024-02-07,0,0,0,0,0,3.83,6,0,1,0,4,1
2024-02-08,0,0,0,0,0,4.5,6,0,0,1,1,4
2024-02-09,0,0,0,0,0,3.33,6,1,0,1,4,0
2024-02-10,0,0,0,0,0,4.13,15,1,0,3,3,8
2024-02-11,0,0,0,0,0,4.3,10,1,0,0,3,6
2024-02-12,0,0,0,0,0,4.5,6,0,0,1,1,4
2024-02-13,0,0,0,0,0,4.67,12,0,0,0,4,8
2024-02-14,0,0,0,0,0,3.83,6,1,0,0,3,2
2024-02-15,0,0,0,0,0,4,8,0,0,2,4,2
2024-02-16,0,0,0,0,0,4.5,2,0,0,0,1,1
2024-02-17,0,0,0,0,0,4.14,14,2,0,1,2,9
2024-02-18,0,0,0,0,0,4,7,0,1,1,2,3
2024-02-19,0,0,0,0,0,4.29,7,0,0,2,1,4
2024-02-20,0,0,0,0,0,4.44,9,0,0,0,5,4
2024-02-21,0,0,0,0,0,3.64,11,1,1,3,2,4
2024-02-22,0,0,0,0,0,3.86,7,0,1,1,3,2
2024-02-23,0,0,0,0,0,4.14,7,0,0,2,2,3
2024-02-24,0,0,0,0,0,4.45,11,0,0,1,4,6
2024-02-25,0,0,0,0,0,4,10,0,0,4,2,4
2024-02-26,0,0,0,0,0,4.5,14,0,0,0,7,7
2024-02-27,0,0,0,0,0,4.56,9,0,0,2,0,7
2024-02-28,0,0,0,0,0,3.83,6,0,0,1,5,0
2024-02-29,0,0,0,0,0,4.56,9,0,0,1,2,6
2024-03-01,0,0,0,0,0,4.4,5,0,0,1,1,3
2024-03-02,0,0,0,0,0,4.08,13,0,0,4,4,5
2024-03-03,0,0,0,0,0,4.38,16,0,0,2,6,8
2024-03-04,0,0,0,0,0,4.8,5,0,0,0,1,4
2024-03-05,0,0,0,0,0,3.92,13,0,1,4,3,5
2024-03-06,0,0,0,0,0,4,8,0,1,1,3,3
2024-03-07,0,0,0,0,0,4.67,6,0,0,1,0,5
2024-03-08,0,0,0,0,0,4.67,6,0,0,1,0,5
2024-03-09,0,0,0,0,0,4.3,10,0,1,0,4,5
2024-03-10,0,0,0,0,0,4.27,11,0,0,2,4,5
2024-03-11,0,0,0,0,0,3.83,6,0,0,2,3,1
2024-03-12,0,0,0,0,0,4,14,0,0,5,4,5
2024-03-13,0,0,0,0,0,3.63,8,0,2,1,3,2
2024-03-14,0,0,0,0,0,3.92,13,0,2,2,4,5
2024-03-15,0,0,0,0,0,4.67,6,0,0,0,2,4
2024-03-16,0,0,0,0,0,4.09,23,0,1,7,4,11
2024-03-17,0,0,0,0,0,4.27,22,0,1,4,5,12
2024-03-18,0,0,0,0,0,4.06,17,0,0,6,4,7
2024-03-19,0,0,0,0,0,4.24,17,0,1,2,6,8
2024-03-20,0,0,0,0,0,3.94,18,0,1,5,6,6
2024-03-21,0,0,0,0,0,4.08,13,0,1,2,5,5
2024-03-22,0,0,0,0,0,4,10,1,1,0,3,5
2024-03-23,0,0,0,0,0,4.4,5,0,0,0,3,2
2024-03-24,0,0,0,0,0,4.54,13,0,0,0,6,7
2024-03-25,0,0,0,0,0,4.07,14,1,0,2,5,6
2024-03-26,0,0,0,0,0,4.23,13,0,1,2,3,7
2024-03-27,0,0,0,0,0,3.92,12,1,1,2,2,6
2024-03-28,0,0,0,0,0,4.24,17,1,0,1,7,8
2024-03-29,0,0,0,0,0,0,10,0,2,0,6,12
2024-03-30,0,0,0,0,0,4.17,18,0,1,2,8,7
2024-03-31,0,0,0,0,0,4.44,18,0,0,2,6,10
2024-04-01,0,0,0,0,0,4.25,16,0,1,0,9,6
2024-04-02,0,0,0,0,0,4.2,15,0,2,0,6,7
2024-04-03,0,0,0,0,0,4.5,8,0,0,1,2,5
2024-04-04,0,0,0,0,0,4.67,9,0,0,1,1,7
2024-04-05,0,0,0,0,0,4,15,0,1,3,6,5
2024-04-06,0,0,0,0,0,4.06,18,1,0,2,9,6
2024-04-07,0,0,0,0,0,3.79,19,1,2,4,5,7
2024-04-08,0,0,0,0,0,3.9,10,0,0,4,3,3
2024-04-09,0,0,0,0,0,3.72,18,0,1,4,12,1
2024-04-10,0,0,0,0,0,4.45,11,0,0,2,2,7
2024-04-11,0,0,0,0,0,3.8,10,0,2,0,6,2
